activityType,hintsUsed,attemptCount,timeSpentSeconds,conceptUnderstanding,decisionMaking,boundaryConditions,codingImplementation,hintDependency,testCasesTotal,testCasesPassed,executionStatus,success,score,accuracy
battle,3,3,148,86.91,76.89,,,44.47,,,,,78.82,0.78
battle,1,1,194,70.13,78.13,,,27.94,,,,,77.63,0.81
battle,1,3,100,62.43,73.29,,,16.23,,,,,65.09,0.67
battle,1,2,275,44.49,44.83,,,20.0,,,,,32.09,0.37
debugging,3,5,50,,,57.28,81.29,38.74,5.0,4.0,pass,True,,
coding,4,1,35,,,35.25,17.5,63.94,5.0,2.0,fail,False,,
coding,0,1,46,,,72.16,76.5,0.0,9.0,7.0,pass,True,,
battle,5,3,83,63.2,69.35,,,86.53,,,,,59.97,0.69
debugging,3,5,236,,,36.76,35.3,27.48,8.0,4.0,fail,False,,
debugging,0,6,241,,,41.88,32.88,0.0,8.0,4.0,fail,False,,
battle,2,6,124,57.59,39.9,,,24.4,,,,,51.83,0.54
debugging,2,5,89,,,39.56,28.83,18.76,7.0,3.0,fail,False,,
battle,4,1,188,22.89,37.37,,,51.85,,,,,25.47,0.27
interview,0,3,136,78.4,,,,0.0,,,,,81.92,0.84
debugging,0,2,90,,,29.74,17.88,0.18,7.0,2.0,error,False,,
battle,2,5,60,70.87,70.76,,,37.49,,,,,72.67,0.73
coding,3,4,241,,,43.9,31.13,48.89,6.0,2.0,fail,False,,
debugging,3,1,156,,,15.12,17.91,45.03,14.0,3.0,error,False,,
battle,2,1,259,51.4,44.71,,,11.05,,,,,55.36,0.54
battle,4,6,231,99.01,70.08,,,52.8,,,,,89.82,0.88
battle,1,6,209,93.76,64.31,,,18.42,,,,,87.06,1.0
interview,2,3,67,100.0,,,,38.38,,,,,94.05,0.95
battle,1,6,52,71.48,46.44,,,21.48,,,,,64.23,0.69
coding,3,2,85,,,52.04,42.05,40.36,14.0,8.0,fail,False,,
interview,0,1,131,37.41,,,,4.0,,,,,31.86,0.37
battle,4,3,234,45.56,57.25,,,66.21,,,,,56.66,0.56
debugging,1,1,131,,,66.66,92.31,12.05,7.0,6.0,pass,True,,
interview,5,6,94,67.87,,,,68.57,,,,,60.76,0.71
debugging,3,6,280,,,73.49,83.91,43.44,12.0,10.0,pass,True,,
coding,0,1,108,,,13.05,12.18,7.28,10.0,2.0,error,False,,
coding,2,2,289,,,35.6,17.26,23.91,8.0,3.0,fail,False,,
battle,2,4,298,81.78,49.71,,,29.61,,,,,84.49,0.81
battle,5,2,175,94.89,79.33,,,69.2,,,,,94.83,0.96
interview,1,2,84,39.71,,,,8.01,,,,,46.66,0.54
debugging,0,3,141,,,48.28,44.97,9.65,5.0,3.0,fail,False,,
coding,4,4,158,,,55.49,45.78,60.27,13.0,8.0,fail,False,,
coding,4,3,96,,,33.37,13.02,56.26,11.0,4.0,fail,False,,
coding,4,4,181,,,52.85,42.73,71.71,13.0,6.0,fail,False,,
debugging,3,5,270,,,24.55,18.7,46.28,8.0,3.0,fail,False,,
debugging,3,2,176,,,44.42,45.18,50.9,14.0,8.0,fail,False,,
debugging,5,3,79,,,19.67,16.41,66.18,8.0,2.0,error,False,,
debugging,4,4,223,,,27.68,24.19,57.16,8.0,2.0,error,False,,
coding,0,6,64,,,52.24,27.6,0.0,5.0,3.0,fail,False,,
interview,1,3,95,82.65,,,,16.88,,,,,88.3,0.93
debugging,1,4,180,,,62.96,38.39,11.86,9.0,6.0,fail,False,,
coding,4,1,275,,,86.65,84.42,52.17,7.0,6.0,pass,True,,
coding,2,4,279,,,45.36,33.86,19.69,13.0,6.0,fail,False,,
debugging,3,4,46,,,39.97,23.03,36.3,6.0,3.0,fail,False,,
debugging,3,1,141,,,47.55,42.7,46.53,10.0,6.0,fail,False,,
battle,4,2,215,64.52,52.16,,,61.83,,,,,72.14,0.75
interview,0,6,186,66.97,,,,0.0,,,,,78.86,0.79
interview,5,6,51,65.3,,,,70.28,,,,,67.37,0.66
coding,5,1,288,,,68.58,88.59,78.8,10.0,9.0,pass,True,,
coding,3,5,94,,,40.8,24.95,29.87,9.0,4.0,fail,False,,
debugging,0,2,81,,,72.09,85.91,1.26,10.0,8.0,pass,True,,
coding,2,1,70,,,46.47,42.75,25.28,6.0,3.0,fail,False,,
coding,0,4,114,,,12.06,12.25,0.0,12.0,3.0,error,False,,
interview,2,2,180,39.1,,,,32.22,,,,,31.51,0.32
debugging,1,2,197,,,84.67,98.63,5.79,8.0,7.0,pass,True,,
debugging,5,5,141,,,22.04,28.58,81.61,5.0,2.0,fail,False,,
debugging,2,2,105,,,61.07,84.31,29.41,7.0,5.0,pass,True,,
debugging,2,3,295,,,32.54,15.12,41.5,6.0,2.0,fail,False,,
coding,2,3,103,,,74.09,87.19,22.63,10.0,8.0,pass,True,,
battle,3,6,43,83.01,67.22,,,40.71,,,,,66.28,0.78
coding,1,3,261,,,71.91,78.46,18.25,14.0,10.0,pass,True,,
interview,1,5,39,66.13,,,,20.26,,,,,54.76,0.61
debugging,5,6,33,,,52.97,40.76,75.95,6.0,3.0,fail,False,,
battle,3,1,149,53.6,55.93,,,37.77,,,,,54.79,0.55
debugging,0,2,257,,,6.04,14.57,6.71,14.0,3.0,error,False,,
coding,5,5,228,,,36.75,32.42,72.73,5.0,2.0,fail,False,,
battle,0,2,35,48.35,63.35,,,3.03,,,,,49.33,0.49
interview,3,2,224,37.52,,,,32.47,,,,,33.05,0.36
coding,5,2,88,,,74.32,89.51,77.72,9.0,8.0,pass,True,,
debugging,1,5,57,,,37.07,12.73,19.99,6.0,2.0,fail,False,,
battle,5,2,205,36.31,43.55,,,83.22,,,,,33.95,0.4
debugging,0,1,223,,,61.59,49.9,15.48,10.0,7.0,fail,False,,
coding,1,2,280,,,75.1,98.31,2.06,8.0,7.0,pass,True,,
coding,1,6,190,,,47.11,49.04,24.1,7.0,4.0,fail,False,,
battle,1,4,44,62.18,68.33,,,26.04,,,,,54.65,0.57
coding,3,3,126,,,64.76,53.53,50.28,9.0,6.0,fail,False,,
battle,5,5,287,86.54,43.06,,,75.61,,,,,72.02,0.76
battle,1,3,88,98.32,73.47,,,8.1,,,,,90.42,0.9
debugging,5,1,167,,,14.02,19.73,76.28,10.0,3.0,error,False,,
coding,5,6,102,,,60.64,71.31,57.94,7.0,5.0,pass,True,,
coding,4,2,172,,,60.41,52.93,57.05,11.0,7.0,fail,False,,
debugging,2,4,272,,,34.81,15.0,28.0,7.0,2.0,error,False,,
debugging,0,2,255,,,44.46,37.17,0.0,6.0,3.0,fail,False,,
interview,0,2,94,15.6,,,,0.0,,,,,19.23,0.22
debugging,5,3,107,,,64.39,81.72,87.55,7.0,5.0,pass,True,,
coding,2,6,221,,,58.62,52.0,37.85,9.0,6.0,fail,False,,
interview,0,1,233,84.84,,,,2.7,,,,,83.85,0.83
interview,0,3,189,40.15,,,,2.98,,,,,30.75,0.3
coding,3,6,239,,,84.71,97.65,46.72,8.0,7.0,pass,True,,
coding,0,3,127,,,76.64,83.56,1.16,11.0,9.0,pass,True,,
interview,2,4,170,51.9,,,,35.63,,,,,47.13,0.54
debugging,4,6,260,,,16.55,15.72,58.19,6.0,1.0,error,False,,
coding,2,4,77,,,39.72,32.35,37.83,7.0,3.0,fail,False,,
battle,5,1,189,66.33,64.81,,,70.52,,,,,66.08,0.68
battle,4,6,146,60.2,50.09,,,45.18,,,,,48.64,0.54
debugging,3,2,208,,,99.45,100.0,44.59,11.0,10.0,pass,True,,
debugging,3,3,159,,,75.5,98.46,45.18,12.0,10.0,pass,True,,
coding,1,2,198,,,84.02,88.91,12.16,11.0,10.0,pass,True,,
debugging,3,5,280,,,14.36,7.11,46.15,5.0,1.0,error,False,,
debugging,0,5,198,,,69.22,85.59,0.0,12.0,10.0,pass,True,,
interview,4,4,241,29.43,,,,56.53,,,,,31.92,0.31
interview,5,2,164,5.43,,,,74.46,,,,,23.9,0.23
debugging,5,1,288,,,38.53,29.82,75.69,14.0,5.0,fail,False,,
battle,5,3,241,76.69,68.33,,,67.3,,,,,69.55,0.72
coding,0,6,57,,,71.28,85.44,4.75,12.0,11.0,pass,True,,
interview,2,3,36,37.21,,,,18.58,,,,,38.85,0.4
debugging,3,2,37,,,5.64,22.18,58.61,9.0,2.0,error,False,,
battle,5,1,144,87.65,91.11,,,77.72,,,,,89.61,0.88
debugging,1,5,141,,,70.97,88.25,15.44,12.0,10.0,pass,True,,
coding,5,6,135,,,12.44,37.82,71.5,5.0,2.0,fail,False,,
debugging,4,4,254,,,46.03,28.26,55.75,10.0,5.0,fail,False,,
debugging,5,1,133,,,32.32,23.51,72.78,13.0,4.0,fail,False,,
debugging,3,2,87,,,49.18,37.21,34.99,5.0,3.0,fail,False,,
interview,4,6,194,38.72,,,,56.38,,,,,33.93,0.37
battle,5,3,219,41.62,39.53,,,79.8,,,,,35.99,0.35
coding,2,2,298,,,62.45,95.72,32.44,5.0,4.0,pass,True,,
interview,4,4,136,34.74,,,,58.57,,,,,35.8,0.4
coding,1,2,283,,,35.85,27.65,24.37,5.0,2.0,fail,False,,
battle,5,5,164,47.93,49.92,,,85.3,,,,,48.86,0.51
battle,2,3,234,69.17,55.86,,,39.93,,,,,82.37,0.83
interview,0,1,118,19.25,,,,0.0,,,,,26.74,0.27
interview,0,4,86,88.06,,,,5.83,,,,,83.02,0.81
coding,1,3,54,,,6.33,24.17,16.17,10.0,2.0,error,False,,
debugging,5,5,82,,,64.57,77.21,82.37,12.0,11.0,pass,True,,
battle,5,2,33,58.03,69.59,,,67.07,,,,,57.92,0.59
battle,3,5,173,27.01,23.47,,,55.87,,,,,37.28,0.39
battle,3,1,110,65.91,80.94,,,39.86,,,,,69.04,0.74
debugging,3,4,256,,,42.18,34.61,44.68,11.0,5.0,fail,False,,
battle,2,1,194,66.27,63.1,,,24.83,,,,,69.81,0.67
battle,3,1,197,57.78,52.25,,,45.48,,,,,48.02,0.53
interview,2,5,250,73.65,,,,22.32,,,,,75.63,0.84
coding,4,1,275,,,49.2,37.65,75.63,10.0,6.0,fail,False,,
debugging,1,3,157,,,40.15,34.76,10.52,7.0,4.0,fail,False,,
battle,1,6,141,72.62,48.61,,,17.04,,,,,62.75,0.74
coding,4,1,54,,,23.22,4.17,60.64,5.0,1.0,error,False,,
coding,0,4,250,,,60.41,55.4,0.0,6.0,4.0,fail,False,,
interview,2,2,182,27.46,,,,33.94,,,,,30.08,0.31
interview,0,3,98,59.68,,,,0.0,,,,,52.18,0.5
debugging,5,3,142,,,36.59,23.28,79.92,10.0,3.0,error,False,,
coding,0,2,198,,,81.52,76.54,8.25,11.0,9.0,pass,True,,
interview,0,2,106,20.54,,,,0.0,,,,,24.52,0.27
battle,1,6,170,58.09,47.14,,,14.06,,,,,64.45,0.63
battle,0,2,149,46.49,60.26,,,0.0,,,,,40.43,0.42
interview,2,6,120,84.64,,,,27.97,,,,,79.69,0.8
debugging,1,2,243,,,45.77,48.05,11.75,14.0,7.0,fail,False,,
debugging,2,6,106,,,8.32,4.17,33.44,7.0,1.0,error,False,,
battle,2,4,271,74.25,59.32,,,12.31,,,,,69.2,0.8
debugging,1,1,156,,,87.02,97.51,10.21,10.0,9.0,pass,True,,
coding,4,5,140,,,42.2,29.08,66.21,13.0,5.0,fail,False,,
battle,4,5,240,45.89,25.83,,,57.63,,,,,36.11,0.37
battle,5,3,190,6.94,34.07,,,55.91,,,,,23.27,0.26
battle,3,5,135,31.87,18.82,,,32.66,,,,,19.93,0.21
coding,2,1,283,,,4.18,0.0,32.01,9.0,1.0,error,False,,
battle,0,1,164,47.51,54.18,,,10.94,,,,,38.62,0.38
battle,1,6,89,92.72,62.25,,,0.0,,,,,82.53,0.8
interview,0,6,197,38.53,,,,1.14,,,,,42.98,0.42
battle,2,4,240,61.23,57.37,,,37.32,,,,,66.08,0.7
debugging,5,2,135,,,15.92,19.08,80.9,8.0,2.0,error,False,,
debugging,3,6,208,,,69.7,86.87,54.43,12.0,9.0,pass,True,,
interview,1,4,160,23.43,,,,21.43,,,,,31.76,0.35
debugging,3,5,211,,,18.63,5.84,43.92,10.0,2.0,error,False,,
battle,3,4,247,65.13,47.22,,,55.29,,,,,50.65,0.57
coding,0,6,107,,,30.43,29.18,5.73,10.0,4.0,fail,False,,
interview,2,6,225,82.45,,,,27.24,,,,,73.17,0.76
coding,2,3,172,,,48.47,38.12,8.31,14.0,8.0,fail,False,,
debugging,3,2,102,,,70.82,87.31,46.83,14.0,10.0,pass,True,,
battle,1,3,174,81.76,70.95,,,23.42,,,,,84.13,0.92
interview,3,4,84,59.66,,,,41.73,,,,,62.63,0.62
debugging,0,4,33,,,55.24,34.99,5.31,14.0,9.0,fail,False,,
debugging,3,5,78,,,25.92,12.4,28.77,11.0,2.0,error,False,,
debugging,2,3,233,,,40.87,36.93,33.15,12.0,6.0,fail,False,,
debugging,1,6,169,,,43.0,41.7,17.82,6.0,3.0,fail,False,,
debugging,5,6,32,,,62.93,82.26,71.68,12.0,9.0,pass,True,,
debugging,5,3,68,,,63.19,50.95,76.99,13.0,8.0,fail,False,,
coding,5,3,184,,,73.72,93.96,67.4,13.0,12.0,pass,True,,
interview,5,5,196,84.39,,,,76.27,,,,,86.84,0.84
debugging,3,2,106,,,6.78,23.35,52.97,7.0,2.0,error,False,,
debugging,1,1,233,,,74.33,88.99,16.5,6.0,5.0,pass,True,,
battle,2,3,36,25.24,35.67,,,36.45,,,,,25.6,0.25
coding,4,5,297,,,45.42,49.84,52.05,11.0,6.0,fail,False,,
coding,0,1,144,,,61.31,94.64,1.84,11.0,8.0,pass,True,,
interview,2,6,170,79.72,,,,24.97,,,,,69.43,0.81
debugging,1,1,253,,,64.07,39.62,19.99,9.0,6.0,fail,False,,
coding,1,5,109,,,80.92,90.43,13.66,12.0,10.0,pass,True,,
debugging,3,1,102,,,28.64,14.61,39.5,12.0,2.0,error,False,,
interview,1,2,298,37.32,,,,16.29,,,,,27.23,0.32
debugging,5,6,174,,,44.33,45.5,87.84,12.0,5.0,fail,False,,
coding,4,4,150,,,50.0,38.12,60.72,11.0,6.0,fail,False,,
debugging,5,4,84,,,70.24,92.11,71.09,7.0,5.0,pass,True,,
coding,1,4,268,,,50.84,29.06,18.32,6.0,3.0,fail,False,,
interview,0,3,297,54.37,,,,0.0,,,,,47.42,0.55
coding,5,1,144,,,68.19,79.18,91.81,7.0,5.0,pass,True,,
battle,2,5,132,34.86,33.46,,,26.33,,,,,27.83,0.28
coding,0,3,197,,,39.93,13.58,0.0,11.0,4.0,fail,False,,
debugging,2,1,32,,,41.92,21.38,30.5,7.0,2.0,error,False,,
debugging,3,5,238,,,62.69,88.98,45.3,5.0,4.0,pass,True,,
debugging,4,3,239,,,67.21,46.91,53.9,13.0,8.0,fail,False,,
debugging,0,5,119,,,93.96,95.33,0.0,9.0,8.0,pass,True,,
coding,1,5,90,,,81.99,100.0,5.53,12.0,11.0,pass,True,,
debugging,2,2,182,,,25.98,24.59,23.79,8.0,3.0,fail,False,,
coding,1,5,261,,,27.85,27.44,15.08,5.0,2.0,fail,False,,
battle,3,2,162,23.98,52.05,,,47.08,,,,,29.09,0.29
battle,1,3,242,94.2,75.06,,,17.55,,,,,80.39,0.94
interview,1,4,217,44.01,,,,22.97,,,,,48.93,0.51
interview,0,2,253,19.12,,,,0.0,,,,,19.66,0.21
battle,0,1,139,28.21,51.93,,,0.0,,,,,34.75,0.39
coding,2,3,290,,,34.75,37.58,32.52,8.0,3.0,fail,False,,
interview,4,1,160,48.58,,,,57.78,,,,,42.05,0.43
coding,0,6,143,,,44.86,25.97,0.0,8.0,4.0,fail,False,,
debugging,4,4,179,,,52.74,38.87,53.5,10.0,5.0,fail,False,,
debugging,4,4,275,,,60.84,38.41,41.09,9.0,5.0,fail,False,,
battle,0,2,166,41.61,46.24,,,3.69,,,,,42.28,0.46
interview,5,2,237,56.71,,,,77.66,,,,,61.16,0.62
debugging,3,1,138,,,72.11,78.66,48.75,13.0,11.0,pass,True,,
coding,5,6,245,,,36.51,28.62,74.64,13.0,6.0,fail,False,,
debugging,0,1,291,,,18.36,18.88,0.0,5.0,1.0,error,False,,
coding,3,6,156,,,32.35,21.67,45.11,6.0,2.0,fail,False,,
debugging,1,5,243,,,28.05,27.51,13.73,8.0,3.0,fail,False,,
interview,2,5,261,68.46,,,,31.59,,,,,59.78,0.59
coding,2,5,122,,,31.64,30.8,35.43,13.0,5.0,fail,False,,
interview,5,6,36,76.7,,,,77.94,,,,,71.19,0.77
interview,3,4,169,31.37,,,,51.37,,,,,26.08,0.25
battle,4,4,272,47.25,39.63,,,48.08,,,,,54.48,0.57
interview,4,1,236,56.93,,,,64.17,,,,,60.5,0.68
debugging,1,6,136,,,64.25,88.83,20.68,9.0,7.0,pass,True,,
coding,5,5,36,,,46.15,40.0,84.59,14.0,9.0,fail,False,,
interview,0,6,72,100.0,,,,0.0,,,,,100.0,0.99
battle,2,4,49,60.04,78.03,,,22.17,,,,,55.46,0.63
debugging,1,2,263,,,56.79,39.33,20.05,8.0,5.0,fail,False,,
interview,3,1,244,71.55,,,,42.06,,,,,67.44,0.77
coding,5,3,257,,,28.94,27.64,74.09,7.0,2.0,error,False,,
debugging,4,6,218,,,48.95,26.87,57.61,8.0,4.0,fail,False,,
coding,3,2,171,,,45.05,30.54,34.87,5.0,3.0,fail,False,,
coding,3,3,91,,,29.76,29.88,62.66,12.0,5.0,fail,False,,
interview,0,3,127,100.0,,,,0.0,,,,,90.62,0.99
coding,0,5,209,,,63.22,28.35,4.64,6.0,3.0,fail,False,,
battle,4,1,214,56.24,70.11,,,60.94,,,,,54.05,0.63
battle,0,5,167,51.83,41.57,,,0.0,,,,,51.5,0.55
interview,2,1,187,54.32,,,,30.86,,,,,60.79,0.59
interview,5,5,109,84.93,,,,71.57,,,,,76.83,0.81
coding,5,3,112,,,61.45,41.22,66.8,11.0,6.0,fail,False,,
coding,5,4,132,,,65.85,89.62,79.72,11.0,8.0,pass,True,,
interview,3,5,194,98.96,,,,50.87,,,,,87.29,0.9
coding,4,2,91,,,52.44,28.47,57.9,9.0,4.0,fail,False,,
interview,5,3,50,48.25,,,,68.83,,,,,52.31,0.53
battle,4,6,175,49.26,46.05,,,53.27,,,,,46.75,0.47
interview,1,3,185,64.05,,,,13.45,,,,,60.76,0.6
battle,3,6,183,68.55,50.06,,,48.92,,,,,59.92,0.61
battle,1,2,148,64.03,72.2,,,10.76,,,,,73.14,0.77
coding,2,1,81,,,61.5,48.94,31.59,11.0,7.0,fail,False,,
battle,4,3,280,77.83,64.65,,,55.23,,,,,76.44,0.77
debugging,5,5,174,,,67.99,48.72,72.96,9.0,6.0,fail,False,,
debugging,5,5,205,,,7.43,4.08,71.73,7.0,1.0,error,False,,
debugging,3,1,50,,,50.97,40.19,57.21,14.0,7.0,fail,False,,
debugging,4,4,49,,,63.22,37.68,61.39,12.0,8.0,fail,False,,
interview,0,2,249,79.84,,,,0.0,,,,,81.06,0.89
coding,4,4,231,,,14.87,10.84,53.78,6.0,1.0,error,False,,
interview,3,5,243,58.82,,,,51.11,,,,,53.47,0.56
coding,4,4,100,,,70.32,52.13,64.52,6.0,4.0,fail,False,,
interview,4,1,234,67.59,,,,51.83,,,,,71.52,0.74
debugging,5,4,231,,,28.63,9.55,75.86,10.0,3.0,error,False,,
battle,0,2,171,72.06,71.03,,,4.77,,,,,74.5,0.72
interview,3,4,93,27.94,,,,51.31,,,,,27.53,0.3
coding,4,4,193,,,42.82,50.24,55.72,13.0,7.0,fail,False,,
coding,4,3,107,,,63.81,86.62,61.58,12.0,10.0,pass,True,,
battle,5,3,258,77.73,56.72,,,69.11,,,,,75.08,0.74
battle,4,6,247,90.54,53.05,,,62.07,,,,,81.29,0.88
coding,4,6,187,,,77.47,80.89,53.76,8.0,6.0,pass,True,,
battle,0,1,160,55.09,54.28,,,0.0,,,,,51.98,0.52
interview,1,6,45,55.96,,,,18.46,,,,,56.34,0.65
debugging,2,3,243,,,86.81,100.0,25.68,13.0,12.0,pass,True,,
interview,2,6,172,35.89,,,,43.13,,,,,34.98,0.35
debugging,4,1,127,,,38.9,35.06,57.94,12.0,5.0,fail,False,,
coding,2,5,294,,,88.63,95.28,20.77,9.0,8.0,pass,True,,
interview,0,1,262,3.21,,,,6.87,,,,,19.06,0.22
battle,2,6,246,39.27,38.56,,,28.79,,,,,45.95,0.48
battle,2,6,192,60.57,38.44,,,33.17,,,,,57.67,0.58
interview,1,1,30,56.2,,,,12.98,,,,,59.02,0.66
interview,1,5,62,100.0,,,,7.97,,,,,99.11,0.96
debugging,4,4,167,,,82.71,100.0,55.83,12.0,11.0,pass,True,,
interview,5,4,205,42.66,,,,76.45,,,,,28.25,0.3
debugging,2,6,147,,,43.3,53.06,39.05,14.0,7.0,fail,False,,
interview,3,5,93,34.04,,,,47.77,,,,,36.35,0.38
interview,3,4,142,77.06,,,,47.97,,,,,81.98,0.8
coding,1,6,89,,,17.62,24.73,22.38,14.0,3.0,error,False,,
coding,2,4,87,,,61.0,48.11,43.66,5.0,3.0,fail,False,,
battle,5,6,255,78.73,66.07,,,68.4,,,,,84.87,0.86
interview,0,5,41,85.16,,,,0.0,,,,,83.98,0.81
debugging,1,1,282,,,51.31,82.23,10.47,14.0,11.0,pass,True,,
battle,0,5,82,46.98,44.36,,,0.0,,,,,58.59,0.62
battle,2,5,112,60.96,65.27,,,29.55,,,,,67.04,0.67
debugging,1,2,237,,,10.98,13.27,21.3,11.0,2.0,error,False,,
battle,0,2,109,54.44,52.33,,,10.81,,,,,51.32,0.54
debugging,4,6,153,,,35.85,33.73,53.24,13.0,6.0,fail,False,,
interview,5,4,188,36.83,,,,65.12,,,,,33.71,0.38
interview,4,3,270,31.87,,,,50.92,,,,,23.55,0.25
debugging,3,2,73,,,90.28,91.31,45.86,13.0,12.0,pass,True,,
debugging,2,3,82,,,69.14,83.42,39.69,5.0,4.0,pass,True,,
interview,0,2,269,79.25,,,,0.0,,,,,75.91,0.84
debugging,4,1,122,,,72.03,100.0,56.35,9.0,8.0,pass,True,,
coding,0,2,288,,,48.62,59.04,0.0,8.0,5.0,fail,False,,
interview,0,6,299,53.76,,,,0.0,,,,,62.17,0.69
coding,1,1,181,,,51.12,35.04,23.86,10.0,6.0,fail,False,,
battle,1,5,87,60.32,53.49,,,4.32,,,,,49.36,0.52
battle,5,1,286,74.83,55.8,,,72.36,,,,,66.72,0.72
interview,5,5,140,49.12,,,,64.13,,,,,49.58,0.51
battle,3,5,269,23.28,29.88,,,39.04,,,,,18.56,0.21
battle,3,1,65,47.17,64.2,,,39.49,,,,,44.25,0.5
interview,0,2,220,67.73,,,,11.73,,,,,63.07,0.62
debugging,0,5,212,,,35.45,19.58,0.0,11.0,3.0,error,False,,
debugging,0,2,67,,,61.57,54.04,1.8,10.0,7.0,fail,False,,
coding,5,1,137,,,21.28,11.68,73.83,11.0,2.0,error,False,,
coding,2,1,133,,,50.45,54.12,37.79,7.0,4.0,fail,False,,
debugging,0,1,167,,,21.56,15.2,5.23,8.0,2.0,error,False,,
battle,0,3,120,81.93,60.15,,,5.04,,,,,66.24,0.77
battle,4,5,231,40.33,35.47,,,47.71,,,,,35.93,0.39
debugging,2,1,287,,,61.8,69.47,40.46,14.0,10.0,pass,True,,
debugging,1,3,157,,,60.64,42.08,0.0,11.0,7.0,fail,False,,
interview,2,3,84,19.99,,,,34.91,,,,,21.84,0.23
coding,2,1,59,,,95.88,100.0,23.84,11.0,10.0,pass,True,,
interview,3,4,110,55.96,,,,33.75,,,,,66.05,0.63
interview,0,6,203,56.8,,,,0.36,,,,,63.81,0.68
battle,1,6,96,55.85,54.65,,,1.09,,,,,58.61,0.65
coding,1,1,252,,,90.6,100.0,17.12,14.0,13.0,pass,True,,
interview,3,1,42,72.21,,,,50.46,,,,,70.26,0.7
debugging,4,4,146,,,60.72,41.41,63.83,14.0,8.0,fail,False,,
interview,3,3,42,37.61,,,,42.51,,,,,33.65,0.35
battle,5,2,293,84.52,61.65,,,66.0,,,,,86.97,0.85
debugging,2,1,298,,,39.67,33.92,31.61,11.0,6.0,fail,False,,
battle,4,5,124,100.0,70.95,,,53.36,,,,,95.66,0.97
coding,0,5,261,,,85.5,87.24,0.0,13.0,11.0,pass,True,,
debugging,0,4,142,,,60.11,37.89,0.0,10.0,6.0,fail,False,,
battle,1,3,38,31.46,44.53,,,19.06,,,,,25.68,0.25
coding,2,4,115,,,22.69,15.78,34.92,10.0,2.0,error,False,,
battle,2,2,93,58.43,62.49,,,37.02,,,,,64.23,0.68
battle,0,6,285,73.7,41.53,,,10.31,,,,,72.18,0.8
battle,2,1,231,91.01,67.2,,,37.78,,,,,96.24,0.93
battle,5,1,83,69.31,80.85,,,76.02,,,,,58.84,0.67
debugging,4,3,42,,,44.07,40.83,61.91,12.0,7.0,fail,False,,
coding,1,1,190,,,38.3,48.54,10.47,9.0,6.0,fail,False,,
interview,0,2,73,87.06,,,,7.89,,,,,75.29,0.77
coding,2,3,30,,,44.45,30.61,43.23,14.0,6.0,fail,False,,
battle,1,2,124,75.07,83.27,,,18.04,,,,,67.23,0.71
battle,5,2,78,68.4,53.82,,,59.4,,,,,53.3,0.57
coding,1,3,256,,,43.47,47.63,16.7,9.0,5.0,fail,False,,
debugging,3,6,85,,,78.87,86.82,51.1,10.0,9.0,pass,True,,
interview,3,4,240,70.29,,,,56.86,,,,,86.8,0.87
battle,3,2,78,92.32,88.72,,,35.8,,,,,96.26,0.95
interview,0,3,162,36.93,,,,4.21,,,,,32.0,0.36
battle,4,4,202,63.86,61.17,,,65.23,,,,,72.7,0.77
interview,1,1,39,47.85,,,,22.54,,,,,59.09,0.57
coding,0,1,38,,,75.25,72.64,0.0,9.0,7.0,pass,True,,
coding,1,5,181,,,30.4,22.06,20.18,7.0,2.0,error,False,,
battle,0,3,105,81.27,78.51,,,0.0,,,,,65.65,0.72
coding,2,6,84,,,23.54,17.23,30.01,7.0,2.0,error,False,,
coding,1,3,181,,,71.33,79.15,14.47,5.0,4.0,pass,True,,
interview,4,4,102,40.23,,,,62.58,,,,,22.31,0.23
interview,1,2,39,93.52,,,,8.08,,,,,86.62,0.9
debugging,0,4,238,,,68.18,83.33,0.0,8.0,6.0,pass,True,,
debugging,4,6,79,,,56.13,29.96,43.49,6.0,3.0,fail,False,,
interview,5,5,56,26.5,,,,71.22,,,,,23.71,0.28
battle,3,3,96,71.71,72.93,,,51.9,,,,,69.49,0.76
interview,5,6,36,53.09,,,,80.41,,,,,54.83,0.56
coding,1,2,126,,,77.77,93.94,26.49,13.0,11.0,pass,True,,
coding,5,5,79,,,34.91,25.84,76.98,11.0,5.0,fail,False,,
debugging,2,2,110,,,63.82,85.92,43.73,11.0,9.0,pass,True,,
debugging,0,5,32,,,27.8,28.59,6.75,7.0,2.0,error,False,,
battle,5,6,91,66.74,53.86,,,85.73,,,,,64.99,0.76
interview,3,5,140,79.8,,,,49.96,,,,,77.52,0.78
coding,0,3,263,,,29.72,24.44,2.16,10.0,3.0,error,False,,
interview,3,5,68,32.1,,,,48.45,,,,,30.54,0.35
battle,4,3,140,79.28,64.39,,,67.93,,,,,64.9,0.71
debugging,3,6,42,,,22.69,27.17,37.37,11.0,4.0,fail,False,,
battle,5,1,223,27.83,41.0,,,62.55,,,,,33.64,0.33
battle,0,5,112,59.81,52.13,,,0.0,,,,,55.64,0.55
battle,1,6,280,46.17,47.51,,,18.24,,,,,39.48,0.46
coding,3,2,173,,,20.76,0.0,37.36,8.0,1.0,error,False,,
debugging,3,5,299,,,28.72,26.35,45.21,5.0,2.0,fail,False,,
battle,4,5,132,68.37,49.23,,,74.25,,,,,58.76,0.59
debugging,5,4,285,,,27.54,22.11,86.21,13.0,4.0,fail,False,,
interview,1,4,282,37.57,,,,12.5,,,,,41.15,0.4
